Ligne (ID),Ligne_nom_court,Date de début de validité,Résolution,Image
50,50,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0ee90c38d04245dd46e7ab2a8512f7f8
218,218,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/273f6446ad624b7b04319446fd2c8c6d
221,221,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1afbc8b43a418baf568ad71adf17fdbf
227,227,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/851517ff315658e96b77baa1b254c16a
241,241,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/138e69fcdc3dfe40568afb10164b119a
244,244,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d6304d47444c1045fe1175aff718140a
470,RPI-1,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cf13e1fc0f48717bb2732a45d95a7b25
406,Ts6,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5f18dff0a66fd05f3f8ba947226f87ed
435,Ts35,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/354931eb8f987744b33da05de31af2b2
441,Ts41,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/016dc33564d9b227139546568cbc6639
455,Ts55,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/df759718a0b58455be360c29bf889ef1
456,Ts56,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c82577baee651f48937ff54605f9d339
482,Ts82,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b36f314b84817cc33a5f74b90fe1d4ce
810,NAV,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2d036de3ae38f389dfa7d0e0daa402e4
2,C2,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1e1037e5f805bc98c6d15d2907005ccd
14,14,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1241b8ad61f301738879ba2576618f5c
52,52,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9f6849718fb067f57c75466789437e31
57,57,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/02beacdf84cd69bc9e6543bd75349e3c
61,61,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d2eaba0d4aee3bc2fac95ceb601b133b
65,65,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c7605bdb778751e85029208ec1dd4128
70,70,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/010e1eb07beb8cefc17f9684cfa1d566
74,74,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/76d86c9c8b95ae929a48cb43698a559a
81,81,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b610cc38c10324974e9a437b6817f9bf
151,151ex,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/61506960c9026c31b23317db3419ca90
157,157ex,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/56e403a5cefcaf731e79c6c5a45bf2e6
172,172ex,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/91a5175212d483db3dc7eecf8cdac6b7
203,203,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/41baa5b7a8fd1f17e0eb54748df519cd
215,215,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c194587a11fa76aa32c4955580c321fc
217,217,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ac410ec328c69ee87b373e59917198cc
222,222,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/10986b4d0a510b7f76d9a64f4f17e757
223,223,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4f3eb23b16c13d8543fc2d9d765d7e11
224,224,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/35bff66a923056f0c677229354cec230
227,227,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/09d979090c10a3a3323ad7d1bf1262bc
236,236,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c91e78202669c71d9d7311e9c3e893a1
239,239,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cb53dd2d350300cc5716a72f33adf017
240,240,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d62df4d4572f1ed195582c18ce2bbd90
404,Ts4,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6c44f6f56fa1202116d2613354dfd4c2
412,Ts12,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/013ded246c9a9aecb40bff3b26719f4f
443,Ts43,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/15617cc7ec6a9a2c6f33304b799ed219
444,Ts44,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/26201937d99863270a484bd7270fdcae
452,Ts52,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/16c75d5cba124481d500301091cc1ce4
455,Ts55,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/03464225834ee35c364b6c2ca91207be
482,Ts82,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a202555bce2e647a25ebe25d0715c26b
801,REL-A,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/56473fb9468d6d516cd8662063b54371
2,C2,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9b5b9a1c3f5480da181fb9a4d8716e06
3,C3,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5cd4a2fd80b361b784a340c8b52738c6
4,C4,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e5af29da7c43a4c997dbbcb521f69a24
34,34,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a8ae83cfbf5ade0b98cba4ca3f8d0ec0
35,35,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c19e896b6f7745750d226845f05f1792
44,44,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6735477bfcb8e3b207962d9314043919
55,55,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b19dd5ae22ff3df28a91942e16a7d9e6
73,73,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b37b065195dc0388f97920d4ba339730
81,81,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/18e2fd62a8fd1a9c1bf85f5bc3a4879d
153,153ex,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/bc697d9521474aefb163713fc89f044e
172,172ex,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/60e0da5785ba51bcfa1894c21cab9de0
203,203,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/44374aee3e5ec1165feb29e03c7d0ab1
215,215,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/64a7e4ce24e8ea2f7c75c053f2f3fd27
217,217,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/03500fa018a04be6a983d11b7646f39a
226,226,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/eec581b2b319f87837293b97be206722
231,231,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c757b6873483de03439a14cdea583160
235,235,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/480fdf2616afa7768fb9440027ffb3b2
405,Ts5,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2887429944a137d296b98ae84e768b15
410,Ts10,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ec43c899ead9a3ba56b1ce4add289712
433,Ts33,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4b61f0885b3805757ae80469bdef4c7a
435,Ts35,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4275e49664b623dbab68146c82938415
471,Ts71,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/add560eb8b43d8e40ec26f35078ee39c
491,Ts91,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/40c0a6f0baef2c46d735d4fc5910d47e
801,REL-A,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ac2e6d67d37fd8bbfc1b93cad336ca42
804,TTZ,2017-11-06,1:1000,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2e1b4148e9b051c2e27fdab7f30d810b
2,C2,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/932d3d8d479bc77bdfe0559eb589fb35
4,C4,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/68936071f466e9ca78b868ad0f47e4d2
11,11,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7a757df58059029a51c4e3ab52fa27ff
35,35,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7ddda1fbd3a681b73f523a947be0ffc4
52,52,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a1ce6739db7a67c7bb44c71966611cfc
55,55,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/405247cc307ea70e69680092fc0c7bcf
67,67,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/64ce0221e538a1c6b297302b834aeeb1
78,78,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7063f71a8106f75cb8c798597e5a21d5
82,82,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0be5903aa305e27fa1c06a87049df907
157,157ex,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f64e1cda25a28b0d2a545c320e6b65ff
167,167ex,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3d8770d73e3dd28a7fe076289d1d400f
211,211,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3afb16878bac06b22adc2dd4f187d00c
217,217,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/44693c995114785b791b836e1881c2a9
235,235,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4ee77a6b8b38f0b33d374b9f3cdffb9e
405,Ts5,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a7973320a99fbd4842ca5b4034c232b4
413,Ts13,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/078a5ef7246a0f4c59826bebc38ba544
433,Ts33,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/165c69101505d5a4f022a63c07150639
445,Ts45,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/81b36d3a28e6e577b81c58acbbe069b4
121,N1,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/90ae52684f97f3406ee6415a102d2824
810,NAV,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cf4765235860781156bb3f708088d9a9
901,NAV,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1e415cb52d289ced3e54bc4b614e06f9
432,Ts32,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/60a32513c4dddfe735eacdc3c7b3fdf6
435,Ts35,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/260934d24a6918ba76ed631d52769d82
442,Ts42,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/294b1646d0db6a398e769f9c05ffc9a2
453,Ts53,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9276e39bce0e68f07bee06b3068245df
466,Ts66,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a1ed1edb1ca49bb484d0c56f858518bc
810,NAV,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/925e7abb6fe8c38203525fb256107341
3,C3,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/55457c07d3151964112b7ea52a310c01
9,9,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2f31826b286f8cc8c0bc454aced99516
11,11,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f51486632f828aac847bd375a87b7127
38,38,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9762d63730bdc0bb8617c57f0344e33b
41,41ex,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/10e3b6da47bc5c945062f51584a19df5
53,53,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/700d270fd72a2db845ab1ce968881f63
70,70,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a3cfa17b347971bacd79a0794394689d
77,77,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/62820098ee2e4cba2bbc57eb4b32b7e8
78,78,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8c95d12c80c9da555228208400f33f97
203,203,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/68678e6a77c14f3f1798936c39c0b8cb
206,206,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/138f8524c447610b54c87f1478b643e1
235,235,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/54d23279cd799ce163d8d994e5ab607b
243,243,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2f9f39b0156e65abe85a785197f97e83
470,RPI-1,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0bff95b254ff7bf6d3bbc823e54a53e0
403,Ts3,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9f982a7540d82d1c557bc538d7746502
406,Ts6,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/25875318e573e0b6da9a0f620e2659f9
407,Ts7,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7d5181ebb0f3a589e0577514a73066b9
411,Ts11,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/aa460831888c55d00781d2a07216ba98
433,Ts33,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ec9de82ca1857dce30d403d78996110d
435,Ts35,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/12a223c20f103586805932ff25e92a5d
451,Ts51,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/de482537316462e1e947175d88d91a73
453,Ts53,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d2601feff1be3ee9f0ee4f06e2883c91
456,Ts56,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ede0d6804c7485cab7a5ace531703471
491,Ts91,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c28da668402d1670ac850f29684f028d
999,IND,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/785e2da188a91363a43fadd678cbdfc8
810,NAV,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/96841b55494245b96812aa4da6e6e079
9,9,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5ed8eab0f9b4575e1db846592b21c4e1
31,31,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/799a7b31d367edb7eefbf03b517a62a8
32,32,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/65ec45d995026d07f7db9b50dc613f24
36,36,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/67ebc813ad7814351d19db0895e24f71
37,37,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/60d35a6e4e7907a72412d20c305881a1
41,41ex,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d254bc8e52227612f7f1367ec50d1e06
53,53,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e8eabf72e9db37c516cf4478266d8ee2
71,71,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/dfeca46a9b36b19e949b90325a3650c4
78,78,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b06af3c27cd5719604ebb587f8c16582
91,91,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e82e6076ecffa93562a666f5db1e3333
150,150ex,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/155e951d9df19548e595c258ba30b546
161,161ex,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/846b8d14aa8cfb0ec2e282636f9d3adb
164,164ex,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b09367310dbf13ff1cfcb50f449a413d
167,167ex,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ee98e52cfa5122bd70a61c0ef80a6e0a
201,201,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0e4cdf388557ef562b5e2815906325f5
205,205,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/50b26fa6199477d2d7037f54e1560b08
208,208,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0e80787dece6f2d542f8efd4e5f192de
212,212,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5674716efdf047764056ee394f0910df
216,216,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/257fbb0ff800d29942ac2cf2255775a0
234,234,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8ce38dc8ad631c97bc198b3000ff7456
237,237,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/bc36d3b6fb541b362816f5bd47ce4efa
402,Ts2,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/fb42a475a132c263ffa15a9c0587e307
405,Ts5,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e20d7c59d90e0cfd1880ca504ca3c38e
410,Ts10,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a8f51140ec438a0cdf248f7a3ea0f32e
433,Ts33,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/552d96c4c9a1b558fd4c9fc4721257f4
435,Ts35,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b780d03312fc78e5f86c669119705b14
436,Ts36,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/054f9cb0b76a4ebd7a7936610db7c07f
451,Ts51,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0278f511c6b3fa2f3e6e769082b41cae
456,Ts56,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4046aafedf974a1d79362c8d96dc13fa
467,Ts67,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/27122c74c301b1d006ac1d173a85cd4d
803,API,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/638c86534ee3b602a400d6d3b39f2ea0
810,NAV,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d56d9e141026761243b1a49d3fd804f3
901,NAV,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/25a803cd434387dce801d6e71f7acdf5
3,C3,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7a7407adf11a36859707459731be15c4
5,C5,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9071e18b91f8d5114a6e3271bfcb0f4a
37,37,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5b1808be4ed97a8bea2acb621a469bfd
41,41ex,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/69e00aa252436b442774781b5faeb8dd
53,53,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a76ebe848f100fb414d60a8449164ba7
54,54,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9d969f5a6d2385f2a59ceab54602d863
59,59,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b8e3547378c39b62fab468795f4d6d71
61,61,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/29685c0cdba3512811f6defed573ddd8
77,77,2017-11-06,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/16b55026e50318a4ba7f81fe7980740d
